,value,date,time
0,1.0259783520847896,2022/2/17,上午 04:22:06
1,1.0259783520847896,2022/2/17,上午 04:22:20
2,1.0259783520847896,2022/2/17,上午 04:22:26
3,-0.5129891760429415,2022/2/17,上午 04:22:48
4,1.0259783520847896,2022/2/17,上午 04:22:55
5,1.0259783520847896,2022/2/17,上午 04:23:00
6,-0.5129891760429415,2022/2/17,上午 04:23:11
7,1.0259783520847896,2022/2/17,上午 04:23:28
8,-0.5129891760429415,2022/2/17,上午 04:23:51
9,-0.5129891760429415,2022/2/17,上午 04:24:08
10,1.0259783520847896,2022/2/17,上午 04:24:20
11,1.0259783520847896,2022/2/17,上午 04:24:33
12,-0.5129891760429415,2022/2/17,上午 04:24:40
13,-2.0519567041706726,2022/2/17,上午 04:24:45
14,-2.0519567041706726,2022/2/17,上午 04:25:01
15,1.0259783520847896,2022/2/17,上午 04:25:08
16,-0.5129891760429415,2022/2/17,上午 04:25:37
17,-0.5129891760429415,2022/2/17,上午 04:25:44
18,1.0259783520847896,2022/2/17,上午 04:25:48
19,-0.5129891760429415,2022/2/17,上午 04:25:54
20,-0.5129891760429415,2022/2/17,上午 04:26:06
21,1.0259783520847896,2022/2/17,上午 04:26:41
22,-2.0519567041706726,2022/2/17,上午 04:26:48
23,-0.5129891760429415,2022/2/17,上午 04:27:12
24,1.0259783520847896,2022/2/17,上午 04:27:36
25,-0.5129891760429415,2022/2/17,上午 04:27:54
26,-0.5129891760429415,2022/2/17,上午 04:28:12
27,-0.5129891760429415,2022/2/17,上午 04:28:19
28,1.0259783520847896,2022/2/17,上午 04:28:24
29,-0.5129891760429415,2022/2/17,上午 04:28:31
