,value,date,time
0,-1.2787240261821793,2022/2/17,上午 04:49:51
1,0.4649905549750704,2022/2/17,上午 04:49:56
2,0.4649905549750704,2022/2/17,上午 04:50:01
3,0.4649905549750704,2022/2/17,上午 04:50:07
4,0.4649905549750704,2022/2/17,上午 04:50:12
5,0.4649905549750704,2022/2/17,上午 04:50:18
6,-1.2787240261821793,2022/2/17,上午 04:50:24
7,0.4649905549750704,2022/2/17,上午 04:50:28
8,-1.2787240261821793,2022/2/17,上午 04:50:35
9,0.4649905549750704,2022/2/17,上午 04:50:41
10,0.4649905549750704,2022/2/17,上午 04:50:46
11,2.2087051361324748,2022/2/17,上午 04:50:51
12,2.2087051361324748,2022/2/17,上午 04:50:59
13,0.4649905549750704,2022/2/17,上午 04:51:05
14,0.4649905549750704,2022/2/17,上午 04:51:10
15,0.4649905549750704,2022/2/17,上午 04:51:15
16,-1.2787240261821793,2022/2/17,上午 04:51:20
17,0.4649905549750704,2022/2/17,上午 04:51:32
18,-1.2787240261821793,2022/2/17,上午 04:51:45
19,0.4649905549750704,2022/2/17,上午 04:51:51
20,-1.2787240261821793,2022/2/17,上午 04:51:56
21,0.4649905549750704,2022/2/17,上午 04:52:02
22,-1.2787240261821793,2022/2/17,上午 04:52:08
23,0.4649905549750704,2022/2/17,上午 04:52:18
24,-1.2787240261821793,2022/2/17,上午 04:52:24
25,0.4649905549750704,2022/2/17,上午 04:52:29
26,-1.2787240261821793,2022/2/17,上午 04:52:37
27,0.4649905549750704,2022/2/17,上午 04:52:46
28,0.4649905549750704,2022/2/17,上午 04:52:52
29,-1.2787240261821793,2022/2/17,上午 04:53:13
