,value,date,time
0,0.15369465587361672,2022/2/17,上午 05:01:57
1,0.15369465587361672,2022/2/17,上午 05:02:02
2,0.15369465587361672,2022/2/17,上午 05:02:06
3,1.6906412146093743,2022/2/17,上午 05:02:12
4,1.6906412146093743,2022/2/17,上午 05:02:22
5,0.15369465587361672,2022/2/17,上午 05:02:26
6,0.15369465587361672,2022/2/17,上午 05:02:38
7,-1.3832519028620043,2022/2/17,上午 05:02:45
8,0.15369465587361672,2022/2/17,上午 05:03:03
9,-1.3832519028620043,2022/2/17,上午 05:03:09
10,0.15369465587361672,2022/2/17,上午 05:03:19
11,0.15369465587361672,2022/2/17,上午 05:03:25
12,-1.3832519028620043,2022/2/17,上午 05:03:30
13,0.15369465587361672,2022/2/17,上午 05:03:35
14,-1.3832519028620043,2022/2/17,上午 05:03:41
15,-1.3832519028620043,2022/2/17,上午 05:03:51
16,-1.3832519028620043,2022/2/17,上午 05:03:59
17,0.15369465587361672,2022/2/17,上午 05:04:07
18,-1.3832519028620043,2022/2/17,上午 05:04:12
19,0.15369465587361672,2022/2/17,上午 05:04:16
20,0.15369465587361672,2022/2/17,上午 05:04:27
21,0.15369465587361672,2022/2/17,上午 05:04:39
22,0.15369465587361672,2022/2/17,上午 05:04:46
23,1.6906412146093743,2022/2/17,上午 05:04:51
24,0.15369465587361672,2022/2/17,上午 05:04:57
25,-1.3832519028620043,2022/2/17,上午 05:05:03
26,1.6906412146093743,2022/2/17,上午 05:05:12
27,1.6906412146093743,2022/2/17,上午 05:05:16
28,0.15369465587361672,2022/2/17,上午 05:05:23
29,0.15369465587361672,2022/2/17,上午 05:05:32
