,value,date,time
0,-0.15369465587403214,2022/2/17,上午 04:05:58
1,-0.15369465587403214,2022/2/17,上午 04:06:02
2,-0.15369465587403214,2022/2/17,上午 04:06:15
3,1.383251902861648,2022/2/17,上午 04:06:21
4,-0.15369465587403214,2022/2/17,上午 04:06:29
5,-0.15369465587403214,2022/2/17,上午 04:06:35
6,1.383251902861648,2022/2/17,上午 04:06:52
7,1.383251902861648,2022/2/17,上午 04:06:58
8,1.383251902861648,2022/2/17,上午 04:07:09
9,-0.15369465587403214,2022/2/17,上午 04:07:28
10,-1.6906412146097123,2022/2/17,上午 04:07:55
11,-1.6906412146097123,2022/2/17,上午 04:08:00
12,-0.15369465587403214,2022/2/17,上午 04:08:04
13,-0.15369465587403214,2022/2/17,上午 04:08:10
14,-1.6906412146097123,2022/2/17,上午 04:08:15
15,-0.15369465587403214,2022/2/17,上午 04:08:29
16,1.383251902861648,2022/2/17,上午 04:08:33
17,-0.15369465587403214,2022/2/17,上午 04:08:41
18,-0.15369465587403214,2022/2/17,上午 04:08:46
19,1.383251902861648,2022/2/17,上午 04:09:00
20,1.383251902861648,2022/2/17,上午 04:09:05
21,-0.15369465587403214,2022/2/17,上午 04:09:18
22,-0.15369465587403214,2022/2/17,上午 04:09:25
23,-0.15369465587403214,2022/2/17,上午 04:09:39
24,-0.15369465587403214,2022/2/17,上午 04:09:43
25,-1.6906412146097123,2022/2/17,上午 04:09:54
26,1.383251902861648,2022/2/17,上午 04:10:00
27,-0.15369465587403214,2022/2/17,上午 04:10:13
28,-0.15369465587403214,2022/2/17,上午 04:10:21
29,-1.6906412146097123,2022/2/17,上午 04:10:32
