,upper,lower
0,1.5425586470172048,-1.3497388161398294
1,1.3600023158850933,-1.6622250527482687
2,0.9336911379595773,-1.7339978276392825
3,1.0087337902781597,-2.017467580556588
4,1.116724581689073,-1.4603321452856755
5,1.8583346530632492,-1.7384420948011197
6,1.5450161261074062,-1.264104103178821
7,2.1715813974534863,-1.2572313353677838
8,1.9663841605004082,-1.3109227736668903
9,1.662225052748339,-1.3600023158850412
