,value,date,time
0,-0.17474081133242486,2022/2/17,上午 04:32:27
1,-0.17474081133242486,2022/2/17,上午 04:32:40
2,1.135815273659132,2022/2/17,上午 04:32:44
3,1.135815273659132,2022/2/17,上午 04:32:49
4,-1.4852968963239817,2022/2/17,上午 04:32:53
5,-0.17474081133242486,2022/2/17,上午 04:32:59
6,1.135815273659132,2022/2/17,上午 04:33:07
7,1.135815273659132,2022/2/17,上午 04:33:15
8,1.135815273659132,2022/2/17,上午 04:33:38
9,1.135815273659132,2022/2/17,上午 04:33:57
10,-1.4852968963239817,2022/2/17,上午 04:34:02
11,-0.17474081133242486,2022/2/17,上午 04:34:08
12,-0.17474081133242486,2022/2/17,上午 04:34:27
13,-0.17474081133242486,2022/2/17,上午 04:34:42
14,-0.17474081133242486,2022/2/17,上午 04:35:02
15,-0.17474081133242486,2022/2/17,上午 04:35:14
16,-1.4852968963239817,2022/2/17,上午 04:35:27
17,1.135815273659132,2022/2/17,上午 04:35:39
18,-0.17474081133242486,2022/2/17,上午 04:35:45
19,-0.17474081133242486,2022/2/17,上午 04:35:54
20,-1.4852968963239817,2022/2/17,上午 04:36:01
21,-1.4852968963239817,2022/2/17,上午 04:36:09
22,-0.17474081133242486,2022/2/17,上午 04:36:23
23,-1.4852968963239817,2022/2/17,上午 04:36:30
24,1.135815273659132,2022/2/17,上午 04:36:48
25,1.135815273659132,2022/2/17,上午 04:36:59
26,-0.17474081133242486,2022/2/17,上午 04:37:11
27,-1.4852968963239817,2022/2/17,上午 04:37:21
28,1.135815273659132,2022/2/17,上午 04:37:28
29,1.135815273659132,2022/2/17,上午 04:37:41
